"pitches","player_id","player_name","api_game_date_month_text","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
144,665487,"Tatis Jr., Fernando","Mar/Apr",508,28.3,0.238,0.198,0.255,0.437,0.332,0.394,0.297,30,126,91.7,9.5,2185,88.8,88.98,21,121,23,0.20000000000000284,6.44,108,150,122,146,303,327,297,"-4.3","4.3","73.1","7.3",144,100,18,5,1,6,27,18.8,15,10.4,2.46833,0.4769,0.38315,0.11,"96.2",172,53,13,9.027777777777777,5.75,-0.94,0.01,2.48,0.326,13,"2.961111111",0.38,0.528,"-2.961111111",-0.059,-0.05399999999999999,-0.091,-0.062,17.4,"37.4"
143,665742,"Soto, Juan","Mar/Apr",569,25.1,0.319,0.259,0.315,0.578,0.43,0.455,0.317,37,116,95.2,12.5,2259,89.7,89.96,13,113,30,0.29999999999999716,6.51,114,147,126,151,294,323,299,"-14.1","14.1","75.5","7.4",143,100,23,6,0,8,18,12.6,25,17.5,2.23434,0.64718,0.41986,-0.16601,"97.8",171,57.99999999999999,18,12.587412587412588,5.74,-0.65,-0.11,2.28,0.434,18,"9.85034965",0.438,0.635,"-9.85034965",0.002,-0.0040000000000000036,-0.057,-0.025,11.5,"38.7"
141,680776,"Duran, Jarren","Mar/Apr",546,25.8,0.27,0.119,0.347,0.389,0.321,0.326,0.276,34,126,89.8,5.8,2140,88.5,88.74,26,122,19,0.20000000000000284,6.45,118,146,115,151,283,317,306,"-4","4","71.1","7.5",141,96,24,6,3,1,31,22,12,8.5,2.3783,0.59993,0.333,-0.14729,"94.6",141,38.54166666666667,5.208333333333334,3.546099290780142,5.78,-0.78,0.08,2.19,0.34,5,"2.831914894",0.346,0.388,"-2.831914894",-0.006,-0.00599999999999995,0.001,-0.005,21.3,"40.5"
135,606192,"Hernández, Teoscar","Mar/Apr",509,26.5,0.254,0.197,0.347,0.451,0.335,0.309,0.229,31,122,92.2,8,2190,88.2,88.46,35,114,21,0.29999999999999716,6.49,109,151,121,146,303,321,295,"-2.1","2.1","73.6","7.7",135,78,19,6,0,6,44,32.6,11,8.1,2.51326,0.46793,0.44141,0.18037,"96.1",157,53.84615384615385,12.82051282051282,7.4074074074074066,5.67,-0.79,0.05,2.42,0.321,10,"1.580740741",0.298,0.41,"-1.580740741",0.025,0.02300000000000002,0.041,0.026,30.7,"36.9"
131,660670,"Acuña Jr., Ronald","Mar/Apr",550,23.8,0.245,0.073,0.351,0.318,0.316,0.337,0.25,27,110,91,7.1,2210,89.9,90.16,23,98,33,0.29999999999999716,6.51,110,152,123,147,306,325,294,"-2.1","2.1","75.7","7.7",131,75,21,5,0,1,35,26.7,18,13.7,2.20542,0.65366,0.50122,0.24809,"96.0",128,48,8,4.580152671755725,5.75,-0.69,-0.03,2.25,0.366,6,"1.616030534",0.37,0.368,"-1.616030534",-0.005,-0.0040000000000000036,-0.05,-0.021,23.5,"37.0"
130,682998,"Carroll, Corbin","Mar/Apr",486,26.7,0.193,0.053,0.231,0.246,0.252,0.299,0.221,22,114,84.1,10.4,2189,90.3,90.62,14,106,24,0.29999999999999716,6.47,114,146,112,152,297,327,304,"4.8","-4.8","72.9","6.9",130,92,18,3,0,1,22,16.9,15,11.5,2.19554,0.65,0.41854,-0.15654,"92.9",136,27.173913043478258,5.434782608695652,3.8461538461538463,5.84,-0.49,-0.06,2.33,0.292,5,"-3.679230769",0.317,0.339,"3.679230769",-0.028,-0.025000000000000022,-0.093,-0.047,13.2,"39.6"
130,666971,"Gurriel Jr., Lourdes","Mar/Apr",494,26.3,0.254,0.172,0.271,0.426,0.315,0.322,0.264,31,122,88.3,16.7,2277,89.3,89.75,15,116,14,0.5,6.5,109,149,123,147,305,326,296,"-3.6","3.6","69.5","7.4",130,101,20,6,0,5,21,16.2,8,6.2,2.29154,0.60138,0.24115,0.00531,"94.4",181,43.56435643564357,7.920792079207921,6.153846153846154,5.82,-0.53,0.11,2.4,0.3,8,"2.758461538",0.309,0.432,"-2.758461538",-0.01,-0.009000000000000008,-0.006,-0.007,12.9,"40.3"
127,671218,"Ramos, Heliot","Jun",510,24.9,0.304,0.268,0.342,0.571,0.398,0.394,0.275,34,112,92.5,8.3,2283,88.4,88.69,25,109,18,0.29999999999999716,6.42,107,151,122,147,306,322,291,"-13.8","13.8","75.3","6.8",127,84,20,6,0,8,30,23.6,12,9.4,2.44512,0.51815,0.20944,-0.04976,"96.8",164,52.38095238095239,19.047619047619047,12.598425196850393,5.83,-0.69,0.11,2.25,0.37,16,"10.864566929",0.348,0.58,"-10.864566929",0.029,0.02200000000000002,-0.009,0.004,22.9,"39.9"
126,663656,"Tucker, Kyle","Mar/Apr",517,24.4,0.295,0.267,0.304,0.562,0.415,0.425,0.318,31,105,91.5,22.1,2246,89,89.23,12,99,27,0.20000000000000284,6.48,119,145,128,151,291,329,300,"-10.3","10.3","71.7","7.5",126,86,17,7,0,7,19,15.1,20,15.9,2.35714,0.57484,0.34831,-0.18347,"95.4",234,52.32558139534884,12.790697674418606,8.73015873015873,5.85,-0.33,-0.17,2.27,0.408,11,"8.142063492",0.427,0.56,"-8.142063492",-0.023,-0.019000000000000017,0.002,-0.01,12.1,"39.7"
125,677594,"Rodríguez, Julio","May",496,25.2,0.274,0.094,0.341,0.368,0.304,0.351,0.29,32,117,93.4,7.8,2244,89.3,89.52,23,111,14,0.20000000000000284,6.43,106,150,120,146,303,324,288,"-1.1","1.1","74.5","7.7",125,88,27,2,0,3,29,23.2,7,5.6,2.37936,0.5196,0.42512,0.24608,"97.2",162,52.27272727272727,9.090909090909092,6.4,5.86,-0.72,-0.08,2.35,0.32,8,"0.8856",0.335,0.471,"-0.8856",-0.016,-0.015000000000000013,-0.103,-0.047,20.7,"40.1"
125,677594,"Rodríguez, Julio","Sep/Oct",466,26.8,0.328,0.218,0.368,0.546,0.377,0.375,0.303,39,119,94,15.4,2271,88.9,89.05,23,117,8,0.09999999999999432,6.4,109,150,121,146,302,326,298,"-12.3","12.3","76.8","7.9",125,94,27,5,0,7,27,21.6,4,3.2,2.35288,0.5729,0.30685,-0.01218,"97.1",173,54.25531914893617,11.702127659574469,8.799999999999999,5.7,-1.11,0.14,2.19,0.344,11,"9.8512",0.324,0.55,"-9.8512",0.025,0.019999999999999962,-0.004,0.002,19.7,"38.5"
125,665742,"Soto, Juan","May",549,22.8,0.296,0.278,0.325,0.574,0.406,0.465,0.322,32,108,95.8,4,2238,89.5,89.66,18,102,23,0.20000000000000284,6.45,116,145,129,151,299,332,300,"-8.6","8.6","74.1","7.3",125,84,18,5,2,7,25,20,15,12,2.3448,0.54568,0.36944,-0.27632,"99.2",159,61.904761904761905,20.238095238095237,13.600000000000001,5.84,-1.05,-0.11,2.16,0.384,17,"6.8504",0.41,0.686,"-6.8504",-0.026,-0.025999999999999968,-0.112,-0.059,17.6,"40.3"
124,595777,"Profar, Jurickson","Aug",518,23.9,0.196,0.157,0.215,0.353,0.31,0.337,0.248,20,102,91.4,10.7,2210,89.7,90.08,14,96,28,0.3999999999999915,6.54,113,147,120,150,298,323,300,"0.7","-0.7","71.0","7.3",124,82,10,7,0,3,21,16.9,12,9.7,2.3329,0.53484,0.4796,-0.4796,"95.5",142,52.4390243902439,3.6585365853658534,2.4193548387096775,5.82,-0.94,-0.04,2.27,0.331,3,"-0.558870968",0.376,0.358,"0.558870968",-0.052,-0.044999999999999984,-0.005,-0.027,14.6,"40.1"
124,592206,"Castellanos, Nick","Mar/Apr",447,27.7,0.193,0.07,0.238,0.263,0.237,0.262,0.207,22,114,87,16.6,2323,87.7,87.98,23,109,15,0.29999999999999716,6.47,108,151,121,146,301,322,289,"3","-3","68.7","7.5",124,86,19,0,1,2,28,22.6,10,8.1,2.43823,0.57244,0.16073,-0.03944,"93.2",181,37.2093023255814,5.813953488372093,4.032258064516129,5.92,-0.63,0.1,2.47,0.258,5,"-2.435483871",0.271,0.312,"2.435483871",-0.014,-0.013000000000000012,-0.049,-0.025,21.1,"40.4"
124,677594,"Rodríguez, Julio","Mar/Apr",476,26.1,0.256,0.051,0.382,0.308,0.271,0.289,0.249,30,117,91.2,8.4,2230,89.6,89.93,31,108,16,0.30000000000001137,6.51,106,151,120,146,304,324,292,"0.1","-0.1","73.7","7.6",124,77,26,3,0,1,40,32.3,6,4.8,2.17468,0.71438,0.36846,0.19902,"95.8",155,45.45454545454545,6.493506493506493,4.032258064516129,5.68,-1,-0.02,2.3,0.298,5,"-0.058064516",0.291,0.361,"0.058064516",0.007,0.007000000000000006,-0.053,-0.018,28.7,"39.3"
124,680757,"Kwan, Steven","Mar/Apr",494,25.1,0.33,0.139,0.347,0.47,0.369,0.364,0.331,38,115,84.4,11.5,2230,88.8,88.7,9,113,11,-0.09999999999999432,6.3,116,148,109,151,277,312,299,"-4","4","64.3","6.5",124,104,29,5,1,3,11,8.9,8,6.5,2.39774,0.54033,0.43976,-0.14831,"90.8",170,17.307692307692307,3.8461538461538463,3.225806451612903,5.68,-0.72,-0.14,2.17,0.379,4,"3.188709677",0.38,0.444,"-3.188709677",-0.001,-0.0010000000000000009,0.026,0.005,8,"35.2"
123,680776,"Duran, Jarren","Jun",527,23.3,0.36,0.288,0.407,0.649,0.448,0.391,0.31,40,111,93.4,10.1,2241,88.8,89.15,23,111,12,0.4000000000000057,6.48,117,146,113,150,275,318,307,"-10.8","10.8","74.0","7.6",123,88,24,7,2,7,24,19.5,11,8.9,2.46691,0.57943,0.43545,-0.15724,"97.2",181,52.27272727272727,13.636363636363635,9.75609756097561,5.67,-0.47,0.03,2.25,0.415,12,"8.769918699",0.37,0.543,"-8.769918699",0.05,0.044999999999999984,0.106,0.057,20.7,"37.3"
122,671739,"Harris II, Michael","Sep/Oct",434,28.1,0.316,0.263,0.292,0.579,0.389,0.431,0.349,36,114,92.9,9.7,2223,88.7,89.08,12,116,6,0.3999999999999915,6.44,120,148,119,152,297,324,304,"-5.7","5.7","74.8","7.9",122,104,23,4,1,8,12,9.8,5,4.1,2.37246,0.64754,0.464,-0.26733,"97.2",169,54.807692307692314,14.423076923076922,12.295081967213115,5.85,-0.95,0.02,2.37,0.344,15,"4.685245902",0.381,0.623,"-4.685245902",-0.033,-0.03700000000000003,-0.044,-0.042,10.3,"37.7"
122,668804,"Reynolds, Bryan","Mar/Apr",562,21.7,0.245,0.123,0.284,0.368,0.319,0.388,0.292,26,106,87.9,8.6,2155,88.8,88.88,20,104,18,0.10000000000000853,6.44,112,147,121,149,294,319,294,"0.2","-0.2","70.2","6.9",122,84,19,4,0,3,22,18,16,13.1,2.35893,0.57811,0.42868,-0.42868,"94.2",160,40.476190476190474,9.523809523809524,6.557377049180328,5.72,-0.7,-0.09,2.3,0.344,8,"-0.143442623",0.385,0.511,"0.143442623",-0.047,-0.041000000000000036,-0.143,-0.069,19.2,"36.0"
122,681297,"Cowser, Colton","Aug",488,25,0.234,0.18,0.344,0.414,0.313,0.26,0.183,26,111,88.4,13.8,2165,88.4,88.89,37,105,17,0.5,6.6,117,148,124,152,297,326,305,"-3.9","3.9","71.4","7.0",122,68,15,6,1,4,43,35.2,10,8.2,2.46951,0.49623,0.33123,-0.19664,"94.4",188,42.64705882352941,11.76470588235294,6.557377049180328,5.69,-0.48,-0.16,2.32,0.303,8,"3.206557377",0.256,0.33,"-3.206557377",0.051,0.046999999999999986,0.084,0.053,35.2,"37.7"
121,808982,"Lee, Jung Hoo","Mar/Apr",444,27.3,0.259,0.083,0.265,0.343,0.295,0.33,0.287,28,108,90.5,6.3,2257,89.6,89.73,6,106,15,0.10000000000000853,6.46,117,146,113,151,287,316,301,"0.8","-0.8","69.5","7.3",121,100,23,3,0,2,10,8.3,10,8.3,2.12248,0.76612,0.37017,-0.17717,"94.6",142,47,3,2.479338842975207,5.76,-0.59,-0.22,2.5,0.322,3,"-0.636363636",0.348,0.405,"0.636363636",-0.028,-0.025999999999999968,-0.062,-0.035,5.7,"38.3"
121,668227,"Arozarena, Randy","Mar/Apr",529,22.9,0.145,0.1,0.183,0.245,0.214,0.271,0.202,16,110,90,11.2,2297,89.5,89.59,25,99,22,0.09999999999999432,6.44,109,151,122,147,304,328,292,"8.7","-8.7","70.9","7.4",121,74,11,2,0,3,36,29.8,11,9.1,2.28702,0.60628,0.2776,-0.00025,"94.3",138,36.486486486486484,6.756756756756757,4.132231404958678,5.73,-0.94,0.13,2.18,0.223,5,"-7.179338843",0.274,0.333,"7.179338843",-0.057,-0.05100000000000002,-0.088,-0.057,25.3,"39.1"
121,665862,"Chisholm Jr., Jazz","Mar/Apr",507,23.9,0.224,0.159,0.29,0.383,0.309,0.321,0.227,24,107,89.8,12.4,2235,89.5,89.62,23,96,25,0.09999999999999432,6.48,116,147,118,151,295,322,301,"-2.4","2.4","71.2","7.4",121,73,15,5,0,4,34,28.1,14,11.6,2.22983,0.66149,0.41909,-0.14669,"94.5",158,41.0958904109589,15.068493150684931,9.090909090909092,5.74,-0.43,-0.13,2.25,0.314,11,"1.966942149",0.316,0.413,"-1.966942149",-0.003,-0.0020000000000000018,-0.03,-0.012,24,"38.4"
121,607043,"Nimmo, Brandon","Mar/Apr",557,21.7,0.2,0.14,0.236,0.34,0.31,0.398,0.288,20,100,92.2,12.3,2233,89.1,89.42,18,93,28,0.30000000000001137,6.58,120,147,118,151,286,321,303,"-5.4","5.4","72.4","7.4",121,75,13,3,1,3,25,20.7,17,14,2.33875,0.58067,0.33681,-0.1605,"95.0",173,46.666666666666664,12,7.43801652892562,5.78,-0.83,0.01,2.27,0.339,9,"4.455371901",0.412,0.5,"-4.455371901",-0.088,-0.07299999999999995,-0.16,-0.088,19.4,"40.4"
120,671739,"Harris II, Michael","Mar/Apr",422,28.4,0.298,0.149,0.369,0.447,0.338,0.32,0.284,34,114,91,4.3,2233,88.4,88.55,24,111,9,0.19999999999998863,6.48,117,146,116,150,294,323,300,"-5.9","5.9","73.3","8.2",120,87,24,6,1,3,27,22.5,6,5,2.454,0.51092,0.36375,-0.10408,"96.3",135,45.97701149425287,4.597701149425287,3.3333333333333335,5.75,-0.41,-0.14,2.2,0.333,4,"4.9",0.32,0.407,"-4.9",0.014,0.013000000000000012,0.04,0.018,21.6,"37.2"
120,657077,"Verdugo, Alex","Mar/Apr",488,24.6,0.267,0.178,0.256,0.446,0.348,0.339,0.27,27,101,86.6,10.1,2195,88.1,88.24,8,102,18,0.10000000000000853,6.41,114,145,121,150,287,318,298,"-0.5","0.5","66.1","6.2",120,94,17,6,0,4,10,8.3,15,12.5,2.47125,0.53167,0.39857,-0.17387,"92.5",146,34.04255319148936,4.25531914893617,3.3333333333333335,5.78,-0.37,-0.13,2.39,0.358,4,"0.388333333",0.364,0.402,"-0.388333333",-0.003,-0.006000000000000005,0.044,0.009,7.8,"39.9"
120,621493,"Ward, Taylor","Mar/Apr",485,24.7,0.257,0.23,0.272,0.487,0.331,0.376,0.286,29,113,91.7,16.5,2324,89.2,89.38,21,109,11,0.20000000000000284,6.52,106,151,121,144,306,325,294,"-5.9","5.9","68.8","6.9",120,88,17,5,0,7,26,21.7,6,5,2.28227,0.64094,0.30504,0.18992,"94.8",210,46.590909090909086,14.772727272727273,10.833333333333334,5.83,-1.01,0.01,2.3,0.292,13,"4.925",0.325,0.544,"-4.925",-0.029,-0.03300000000000003,-0.057,-0.045,19.3,"36.4"
119,694192,"Chourio, Jackson","Aug",432,27.5,0.327,0.236,0.369,0.564,0.403,0.403,0.329,36,110,91.9,10.2,2298,87.7,87.96,18,107,12,0.29999999999999716,6.38,108,151,120,148,303,321,292,"-12.6","12.6","72.2","7.4",119,89,22,7,2,5,21,17.6,6,5,2.56639,0.45445,0.1321,0.01983,"96.1",172,53.93258426966292,11.235955056179774,8.403361344537815,5.66,-0.91,-0.09,2.4,0.378,10,"10.624369748",0.379,0.556,"-10.624369748",-0.002,-0.0010000000000000009,0.008,0,16.8,"36.1"
119,682998,"Carroll, Corbin","Sep/Oct",495,24,0.245,0.184,0.3,0.429,0.346,0.334,0.225,24,98,89.6,11.4,2223,89.6,89.67,19,92,27,0.10000000000000853,6.36,116,147,117,151,293,326,305,"-1.4","1.4","72.5","7.1",119,73,14,5,2,3,27,22.7,16,13.4,2.30882,0.60353,0.34303,-0.14151,"95.4",152,47.94520547945205,8.21917808219178,5.042016806722689,5.77,-0.58,-0.04,2.21,0.361,6,"1.176470588",0.35,0.384,"-1.176470588",0.02,0.01100000000000001,0.045,0.012,20.7,"38.4"
118,680757,"Kwan, Steven","Aug",523,22.6,0.204,0.097,0.211,0.301,0.277,0.299,0.233,21,103,87.3,17.1,2195,89.1,89.58,8,100,18,0.5,6.54,118,147,108,150,276,311,294,"0.7","-0.7","64.9","6.5",118,92,16,2,1,2,11,9.3,15,12.7,2.22195,0.68556,0.54347,-0.2772,"91.8",184,25,3.260869565217391,2.5423728813559325,5.72,-1.08,-0.22,2.26,0.305,3,"-0.63220339",0.33,0.327,"0.63220339",-0.029,-0.025000000000000022,-0.026,-0.022,8,"36.8"
118,543807,"Springer, George","Mar/Apr",464,25.4,0.21,0.124,0.229,0.333,0.283,0.332,0.264,22,105,87.1,10,2329,89.3,89.4,17,103,15,0.10000000000000853,6.38,109,151,122,146,298,325,289,"4.8","-4.8","69.8","7.3",118,86,15,4,0,3,19,16.1,13,11,2.30169,0.60737,0.32615,0.06154,"93.9",150,36.04651162790697,8.13953488372093,5.932203389830509,5.78,-0.91,0.23,2.35,0.297,7,"-4.083050847",0.345,0.4,"4.083050847",-0.054,-0.04799999999999999,-0.067,-0.049,16.5,"37.6"
118,665742,"Soto, Juan","Aug",482,24.5,0.222,0.354,0.176,0.576,0.39,0.448,0.295,22,99,92.6,12.1,2201,89.9,90.34,15,93,25,0.3999999999999915,6.57,116,146,126,152,297,332,298,"-5","5","73.8","7.3",118,78,7,5,0,10,21,17.8,19,16.1,2.17462,0.68718,0.44923,-0.01453,"96.5",174,48.717948717948715,21.794871794871796,14.40677966101695,5.87,-0.31,-0.17,2.35,0.347,17,"4.222033898",0.409,0.658,"-4.222033898",-0.073,-0.062,-0.082,-0.058,16.1,"40.0"
117,668709,"Bleday, JJ","May",471,24.8,0.255,0.284,0.276,0.539,0.378,0.368,0.271,26,102,89.8,17.2,2295,89.4,89.45,18,99,18,0.09999999999999432,6.37,115,145,117,151,291,322,299,"-2.3","2.3","71.0","7.1",117,81,9,10,2,5,21,17.9,15,12.8,2.17103,0.73068,0.46376,-0.22,"94.3",195,38.2716049382716,12.345679012345679,8.547008547008547,5.75,-1.08,-0.03,2.31,0.35,10,"1.998290598",0.365,0.483,"-1.998290598",-0.016,-0.015000000000000013,0.056,0.01,18.2,"37.6"
117,680776,"Duran, Jarren","Aug",457,25.6,0.299,0.308,0.329,0.607,0.408,0.36,0.274,32,107,89.5,10.1,2272,90.1,90.46,22,105,12,0.4000000000000057,6.49,116,147,114,151,285,322,308,"-7.5","7.5","74.1","7.6",117,83,14,10,1,7,24,20.5,10,8.5,2.1959,0.64419,0.5006,-0.28094,"95.0",166,42.168674698795186,12.048192771084338,8.547008547008547,5.72,-0.84,-0.17,2.33,0.359,10,"6.447863248",0.336,0.501,"-6.447863248",0.025,0.022999999999999965,0.106,0.048,21,"38.4"
117,680776,"Duran, Jarren","Jul",460,25.4,0.299,0.243,0.354,0.542,0.378,0.331,0.267,32,107,90.9,9.5,2299,88.8,88.96,23,106,11,0.20000000000000284,6.31,116,146,116,151,283,321,306,"-5.4","5.4","73.9","7.8",117,83,16,10,2,4,25,21.4,8,6.8,2.52709,0.39692,0.28538,-0.12128,"95.1",152,43.373493975903614,10.843373493975903,7.6923076923076925,5.63,-0.52,-0.05,2.23,0.35,9,"4.623076923",0.322,0.437,"-4.623076923",0.032,0.02799999999999997,0.105,0.047,21.7,"37.1"
117,680776,"Duran, Jarren","May",453,25.8,0.241,0.241,0.316,0.481,0.331,0.353,0.268,26,108,91.2,11.4,2283,88,88.38,24,102,15,0.4000000000000057,6.52,118,146,114,151,281,318,305,"-2.6","2.6","71.5","7.6",117,78,9,10,5,2,30,25.6,8,6.8,2.50701,0.47726,0.04812,-0.2847,"96.0",172,53.84615384615385,10.256410256410255,6.837606837606838,5.7,-0.7,-0.14,2.33,0.299,8,"2.226495726",0.324,0.493,"-2.226495726",-0.027,-0.025000000000000022,-0.012,-0.022,23.5,"36.4"
117,663656,"Tucker, Kyle","May",492,23.8,0.215,0.398,0.145,0.613,0.409,0.385,0.216,20,93,90.2,21.5,2233,90.4,90.26,13,86,31,-0.10000000000000853,6.34,119,145,128,152,290,325,295,"-6.2","6.2","72.0","7.4",117,73,5,4,0,11,21,17.9,23,19.7,1.97521,0.86085,0.40026,-0.2413,"94.1",207,35.61643835616438,16.43835616438356,10.256410256410255,5.78,-0.61,-0.09,2.4,0.368,12,"5.336752137",0.369,0.531,"-5.336752137",-0.001,-0.0010000000000000009,0.082,0.024,15.1,"37.2"
115,657041,"Thomas, Lane","Jun",451,25.5,0.287,0.257,0.324,0.545,0.374,0.362,0.286,29,101,91.7,19.6,2321,89.6,90.09,13,92,23,0.5,6.47,109,149,120,144,299,325,296,"-5.5","5.5","71.2","6.8",115,79,16,5,3,5,25,21.7,9,7.8,2.30043,0.57301,0.31652,0.0567,"95.3",187,48.10126582278481,10.126582278481013,6.956521739130435,5.8,-0.87,0.1,2.18,0.348,8,"4.813913043",0.354,0.467,"-4.813913043",0.001,-0.006000000000000005,0.078,0.012,14.1,"37.2"
115,624424,"Conforto, Michael","Mar/Apr",446,25.8,0.266,0.193,0.304,0.459,0.329,0.336,0.268,29,109,89.5,11.9,2190,89.4,89.68,18,102,13,0.29999999999999716,6.54,114,146,125,151,292,321,304,"-4.4","4.4","71.6","7.2",115,84,18,6,0,5,25,21.7,6,5.2,2.21235,0.68591,0.48158,-0.27807,"94.6",160,46.42857142857143,9.523809523809524,6.956521739130435,5.86,-0.69,0.04,2.27,0.304,8,"3.860869565",0.307,0.471,"-3.860869565",-0.002,-0.0030000000000000027,-0.012,-0.007,17.6,"39.4"
114,665487,"Tatis Jr., Fernando","May",423,27,0.272,0.117,0.342,0.388,0.324,0.345,0.267,28,103,91.8,11.6,2272,89.5,89.68,21,97,17,0.20000000000000284,6.4,107,151,124,147,304,326,296,"-2","2","74.2","7.3",114,76,22,3,0,3,27,23.7,9,7.9,2.29746,0.57553,0.34719,-0.02281,"95.6",161,50,11.842105263157894,7.894736842105263,5.82,-0.14,0.12,2.41,0.342,9,"1.721929825",0.338,0.453,"-1.721929825",0.005,0.0040000000000000036,-0.065,-0.021,21.6,"38.6"
114,694671,"Langford, Wyatt","Sep/Oct",461,24.7,0.3,0.31,0.324,0.61,0.422,0.385,0.286,30,100,91.5,11.2,2292,90.1,90.11,15,91,23,0,6.37,108,151,120,145,304,326,296,"-10.5","10.5","72.5","6.9",114,76,15,7,0,8,24,21.1,13,11.4,2.34482,0.51281,0.4,0.18513,"95.8",165,47.368421052631575,13.157894736842104,8.771929824561402,5.81,-1.2,0.1,2.28,0.386,10,"9.210526316",0.374,0.516,"-9.210526316",0.014,0.01200000000000001,0.094,0.037,16.5,"37.2"
113,695578,"Wood, James","Aug",463,24.4,0.302,0.177,0.413,0.479,0.387,0.357,0.263,29,96,92.2,6.6,2236,87.8,88.13,16,82,31,0.29999999999999716,6.43,118,148,128,151,297,325,304,"-7.9","7.9","73.1","7.4",113,66,20,4,2,3,30,26.5,16,14.2,2.56912,0.42584,0.23558,-0.14442,"96.2",143,45.45454545454545,9.090909090909092,5.3097345132743365,5.79,-0.33,0,2.25,0.407,6,"7.030973451",0.374,0.427,"-7.030973451",0.039,0.032999999999999974,0.052,0.03,19.5,"34.6"
113,670770,"Friedl, TJ","Aug",450,25.1,0.212,0.192,0.211,0.404,0.303,0.271,0.199,21,99,86.5,19.5,2253,90.3,90.72,18,99,14,0.4000000000000057,6.5,114,144,110,150,291,317,293,"-0.2","0.2","69.0","6.5",113,81,13,2,1,5,20,17.7,8,7.1,2.21726,0.64327,0.46743,-0.31345,"92.5",170,34.5679012345679,3.7037037037037033,2.6548672566371683,5.8,-0.99,-0.05,2.35,0.292,3,"0.174336283",0.286,0.302,"-0.174336283",0.013,0.006000000000000005,0.102,0.032,18.2,"39.0"
113,664023,"Happ, Ian","Aug",447,25.3,0.263,0.273,0.339,0.535,0.38,0.39,0.261,26,99,93.4,15.5,2203,88.8,89.09,28,93,20,0.29999999999999716,6.44,117,145,117,147,294,320,299,"-4.6","4.6","71.2","6.9",113,65,11,9,0,6,34,30.1,14,12.4,2.37274,0.57523,0.38867,-0.38867,"96.1",194,46.15384615384615,18.461538461538463,10.619469026548673,5.77,-0.81,-0.26,2.25,0.354,12,"4.054867257",0.353,0.566,"-4.054867257",0.002,0.0010000000000000009,-0.031,-0.01,30.1,"37.7"
113,592450,"Judge, Aaron","Mar/Apr",596,19,0.207,0.207,0.233,0.413,0.335,0.385,0.259,19,92,94.9,16.7,2299,89.4,89.63,22,87,26,0.19999999999998863,6.5,104,152,123,146,303,328,295,"0.2","-0.2","75.6","8.0",113,65,10,4,0,5,28,24.8,19,16.8,2.27549,0.6309,0.29009,0.0183,"97.2",173,53.84615384615385,12.307692307692308,7.079646017699115,5.78,-0.66,-0.12,2.55,0.345,8,"-0.17699115",0.389,0.5,"0.17699115",-0.052,-0.04400000000000004,-0.087,-0.05,25.3,"39.8"
113,665862,"Chisholm Jr., Jazz","May",464,24.4,0.28,0.224,0.333,0.505,0.351,0.326,0.249,30,107,90.4,7.9,2123,88.8,88.78,22,104,9,0,6.41,117,146,119,151,293,321,298,"-5.2","5.2","69.1","7.3",113,82,17,6,3,4,25,22.1,4,3.5,2.41602,0.52646,0.43726,-0.26717,"95.2",153,45.1219512195122,12.195121951219512,8.849557522123893,5.63,-0.72,-0.03,2.16,0.319,10,"4.604424779",0.289,0.468,"-4.604424779",0.031,0.030000000000000027,0.037,0.025,21.2,"35.5"
113,680776,"Duran, Jarren","Sep/Oct",401,28.2,0.243,0.065,0.321,0.308,0.263,0.293,0.254,26,107,90.1,10.5,2261,89.5,89.6,25,106,7,0.09999999999999432,6.45,116,147,113,151,283,325,308,"2.4","-2.4","73.3","7.6",113,81,20,5,1,0,26,23,4,3.5,2.37487,0.51381,0.36735,-0.1008,"94.3",160,37.03703703703704,4.938271604938271,3.5398230088495577,5.77,-0.54,0.01,2.33,0.283,4,"-2.160176991",0.294,0.37,"2.160176991",-0.011,-0.01100000000000001,-0.062,-0.03,23.6,"38.7"
112,668715,"Steer, Spencer","Mar/Apr",552,20.3,0.264,0.209,0.304,0.473,0.377,0.382,0.271,24,91,90.2,15,2186,89.6,89.77,15,87,25,0.20000000000000284,6.47,107,149,120,146,296,323,288,"-7","7","70.8","7.5",112,72,12,8,1,3,20,17.9,17,15.2,2.3017,0.58116,0.47223,0.22634,"94.9",191,48.61111111111111,8.333333333333332,5.357142857142857,5.85,-0.53,0.11,2.2,0.393,6,"6.227678571",0.402,0.468,"-6.227678571",-0.007,-0.009000000000000008,0.005,-0.005,17.2,"37.9"
